username	tweet_id	tweet_text
dacian_draco	721188646582423552	"For it is said all that needs to happen for evil to triumph is for good people to get fashy haircuts." https://t.co/3aryrX09NE
dacian_draco	721184367977082880	I realize the enormity of the lie. https://t.co/1MSSzS9MsI
dacian_draco	721180565282533380	RT @Ebolamerican: LULZ  You don't give us nearly enough credit.  We *know*. We just *don't care*.  #AltRight  https://t.co/aVSpS3uswG
dacian_draco	721171515266437120	I wish I could say the same about you, but unfortunately you strike me as pretty fucking stupid. https://t.co/cKgy8pCj0E
dacian_draco	721171089863417856	"We will not tolerate any divergence from the precepts of our Current Year of Tolerance" https://t.co/fVsczYkowT
dacian_draco	721168776440516608	Your apologies are worthless if you don't send shekels along with them. https://t.co/u5rsdjuh38
dacian_draco	721168310029590528	I'm still here, psycho. Is that letter ready? https://t.co/cKgy8pkHC4
dacian_draco	721167427288096768	RT @swpllyfe: @MyNam3isTak3n @wolfe_fan @dacian_draco @bendykoval I can hear the kvetching from across the pond!
dacian_draco	721155332991528960	That's amateurish! You MUST write a letter. Get to work. https://t.co/IQjnMuvFYF
dacian_draco	721155141311864832	RT @Roger_Dorn_Clev: @dacian_draco @MyNam3isTak3n Why are you acting like a Nazi? Very un American. @bendykoval
dacian_draco	721155117689540608	@Roger_Dorn_Clev @MyNam3isTak3n @bendykoval It's cause it's been a while since I watched Schindler's List.
dacian_draco	721153513833639936	RT @wolfe_fan: @bendykoval @dacian_draco https://t.co/qrlISJ689A
dacian_draco	721152468831186944	RT @ScythianArrows: "hate speech" lololololol better call the internet police https://t.co/WNuLFyi1g1
dacian_draco	721152065523879936	Whoever tf I am?? SAY MY NAME, BITCH! https://t.co/7z8RixL3zo
dacian_draco	721151397626916865	Still not quite hard enough. Let's see if you can signal a bit harder. https://t.co/sVyPgUb3iL
dacian_draco	721148710273421313	I've always had the strange power to get Hebrews to speak in tongues. https://t.co/dxi6C1zuWO
dacian_draco	721148342768635904	But you thought it, didn't you? https://t.co/yfPYJx4fDs
dacian_draco	721147184603901952	By a Mexican. https://t.co/MggJpv5ASX
dacian_draco	721146922153701377	RT @pysih: @MyNam3isTak3n Protip: Jews do scream in pain while they hit you. @bendykoval @dacian_draco
dacian_draco	721146511233519617	Oy gevalt, are you triggered enough to go painting swastikas on your synagogue wall? https://t.co/QNyPa4Tvst
dacian_draco	721145075074539520	That wasn't convincing enough. Signal a bit harder. https://t.co/aljrbzOq8z
dacian_draco	721144582868701184	@vosskriger @Brannon1066 @TheEconomist We need to stop peacekeeping & building infrastructure for them. https://t.co/hAIfHcPwtX
dacian_draco	721142997417619456	Of course you are, dirty kike. https://t.co/rRVTwxPIhg
dacian_draco	721139085012766720	RT @MScuffy: @FredBen217 @RousetheMasses lol @ the feigned hysterics "VIRULENT WHITE SUPREMECIST!" #CatLadyMimicry #TooMuchSoy https://t.co…
dacian_draco	721138607327682560	RT @DPRK_News: Supreme Leader Kim Jong-Un employs Red Tiger style of Taekwondo to defeat 17 Japanese samurai caught infiltrating Ministry o…
dacian_draco	721137046396477440	The Rothschilds own both The Economist and a large part of Africa's banks, so nothing to see here. https://t.co/PYsUVfC95a
dacian_draco	721129752371851264	Just imagine what a great country that would be. C'mon, make it happen. Next year in Jerusalem. https://t.co/4YhAPJ6YED
dacian_draco	721120115035492352	RT @DonLoganFOS: At work today I had that realization that Aryans have from time to time toiling under ZOG: we are engulfed in retardation.
dacian_draco	721119382902931456	@SelenoLunar Shh, don't tell her.
dacian_draco	721110319154618368	"... semblait n'être qu'à nous" https://t.co/MRjYitBw3U
dacian_draco	721110118020964352	"Chaque rue, chaque pierre..." https://t.co/mueFEmXz8i
dacian_draco	721063576161660928	@SeventhSonTRS @Alt_Left @PreppyFascism @RadixJournal @MurdochAnimates Slowly unveil the power you hold, goy.
dacian_draco	721062779508142081	We ain't seen nothing yet. https://t.co/dAsppKgqzG
dacian_draco	721061843352031232	But it has always been Czechia to Eastern Europeans. https://t.co/nYSDoA8UEi
dacian_draco	721060502319808512	@HijaDeHati I've seen these live. It's pretty cool.
dacian_draco	721059247082090496	Evola on the global protest movement, similar to today's Social Justice movement. https://t.co/Vo8wmceSDB
dacian_draco	721048969028231168	RT @ungernstern1: @dacian_draco @InfiniteTacos The tribals are very unhappy that they are unable to control/herd the Goyim this election se…
dacian_draco	721048036319883264	RT @DPRK_News: Internationally famous Bill Nye, "The Gentleman of Science," praises DPRK justice for arrest, trial, and imprisonment of imp…
dacian_draco	721047706664333312	Right back at ya, kike. https://t.co/f4N9KwxrOD
dacian_draco	721044366324854785	Yeah, she's probably extatic about the snow while her child is getting choked by sand niggers. https://t.co/fCN4Ddtj7H
dacian_draco	721035505132040193	Great report, but your conclusions are dead wrong. This won't stop no matter how many "resources" they throw at it. https://t.co/oIGqSmMxxL
dacian_draco	721027741340938240	@SpiritSplice That escalated quickly from Reaganesque to Shtetlesque.
dacian_draco	721024906759045120	@marylovefreedom "We wuz Doges"
dacian_draco	721000885615075328	@JohnRiversToo Don't you mean WW1?
dacian_draco	720981821182185472	RT @MontyDraxel: "The only antidote to decades of ruinous rule by a small handful of elites is a bold infusion of popular will." - Donald T…
dacian_draco	720981679658049537	RT @Hierotheos33: The debate over right wing activism results from a misdiagnosis of the sickness of the West. The crisis is an >> https://…
dacian_draco	720981588859756549	RT @Hierotheos33: @Hierotheos33 >> inversion of castes and absence of a spiritual elite. This will not be fixed by frog memes, trolling, pr…
dacian_draco	720981397989515265	RT @JobeWatson14: https://t.co/C2PV61KnPr
dacian_draco	720967393380438017	RT @ThaRightStuff: Local news anchor names the (((globalists))). Madman.  https://t.co/xhj73JnIMA
dacian_draco	720816903099265025	RT @johnny_nimble: Physical removal.   https://t.co/U0IFMPfWRv
dacian_draco	720770277894959105	RT @PhysicsDadRebel: Remember the holocaust?  This sentiment is echoed in my country where involuntary soldiers, like my granddad, fought.…
dacian_draco	720669691736403968	RT @DPRK_News: Bloated western children isolated in worlds of whimsy through "Minecraft," whilst DPRK youth mine valuable ores and minerals…
dacian_draco	720667857533673472	Racial soul affirms 3 fund. truths: who u r, who your ancestors were & most importantly, who your children will be. https://t.co/sbWnTQXEJf
dacian_draco	720661796286283776	RT @Flatland_USA: Growth of ethnic groups in the Western world is actually making inter-ethnic couples less likely in major cities. https:/…
dacian_draco	720661450998562816	"I’m automatically wary of notions of biological determinism." - You say that as if it's something to be proud of.  https://t.co/ADpuFyhWLZ
dacian_draco	720566099113353220	@SelenoLunar @perimaex When Islam takes over it won't be a matter of enacting anti-gay laws as much as 1 of throwing them off of buildings.
dacian_draco	720564529130835968	RT @JaredWyand: Do any of you democrats find it odd a coalition of 20 countries including the U.S. hasn't destroyed 30k ISIS? 🤔  #Democrati…
dacian_draco	720554920747864068	Now that would be comedy.  https://t.co/brdK4TybYX
dacian_draco	720553183462977541	RT @mak_morn3: A great writeup from Anglin Regarding the Power of the Word “Cuck” https://t.co/WzWYFSQc99 https://t.co/ifnM5AZwSW
badboybnp	643414237994422272	#MULTICULTURALISM IS #GENOCIDE activist pack - leaflets stickers wristbands stamp  http://t.co/2iF2UYNpuf #WhiteGenocide #StopWhiteGenocide
truthbtruth2	662231927223508992	@Azzmador2 @anarchic_teapot https://t.co/UmpuaLphQb
TooSexist	699865079282540544	"Tampax Pearl: Outsmart mother nature"  Being born with a cock seems to have done the trick for me.
TooSexist	699735411036442624	Is it rape if you make her orgasm?
TooSexist	699662330594992129	Tom and Jerry get it https://t.co/UGuqV7LCA8
TooSexist	699403255353315328	Women's logic https://t.co/4kDlUKXUWl
cian1cpr	465244771792211968	@MuhamedSabic your fucking faggot speech
TooRacist	437783881572700160	Don't forget to celebrate #BlackHistoryMonth by wearing cotton clothing
TooRacist	437762073062539264	Subway is celebrating #BlackHistoryMonth by making all subs $5.00. But the joke is on the blacks..  they don't accept food stamps.
TooRacist	437398229794451456	My history teacher asked me to write a paper on the accomplishments of #BlackHistoryMonth.  I handed in a blank sheet of paper
TooRacist	437383582441828352	#BlackHistoryMonth Black people getting mad at white people because their African ancestors sold their other African ancestors into slavery.
wikiracism	433002029494325248	-¿Dónde fue Ahmed cuando la bomba explotó?   - A todas partes.
wikiracism	432988506927804416	¿En qué se parecen un gato negro y una persona de color? -Que cuando ves a los dos tienes que tocar madera. http://t.co/S6wHtkXnPq
wikiracism	432876368893059072	¿Qué hacen un grupo de skinheads en Belén? -Esperar a Baltasar.
kevin1lfc	356876761138593794	@EDLHartlepool got my ballons full of antrax ready been waiting 4this
ward_stephen	452361177331687425	@RT_com Why don't they sell it to the west,there always complaining theirs not enough pain killers in certain countries,like India,a waste
ward_stephen	452360475003867136	God another day in hereford,have to miss all the grasses,like the Thomas's,i have next to me,his old man was the same,.and that cunt is dead
ward_stephen	452359927018049536	Stop talking to the jew,your wasting your time,just send more rockets over and kill as many jews as you can,that's the only thing they know
ward_stephen	452000901725962240	Fuck the jew,they only know about GAS, and ROCKETS, you should stop all talks and bomb the jew back to the camps,you will never have peace
ward_stephen	451999194661027841	COME ON MR PUTIN< LETS START WORLD WAR THREE< NUKE THE WEST< AND ALL THE LOW I.Qs ESPECIALLY THE LOW I.Qs IN @Hereford_News
ward_stephen	451997614666694656	I WONDER IF ROBERT HARVEY GORE FROM HEREFORD IS STILL INTERFERING WITH HIS DAUGHTER THE FUCKING GRASS> I SHOULD HAVE KILLED YOU YOU FAT CUNT
ward_stephen	451996789957488640	HA CLEMENTS<HOWS YOUR FUCKING BRAIN DEAD KID<I FUCKING HATED YOUR KIDS<NEVER WANTED THE FUCKERS IN THE FIRST PLACE,NOT WITH SOME 16 yr dumb
ward_stephen	451996070479155200	LIKE THE WITCH HE WAS SHAGGING<HER SON SIMON THOMAS THE OTHER GRASS WHO LIVES just up the road,like his old man DAVE THOMAS THE OTHER GRASS
ward_stephen	451995556156825600	DONT BUY ANY BOOKS OR PAINTINGS BY GORE OF HEREFORD<ASK HIM WHY HE WENT TO A MENTAL HOSPITAL,INTERFERING WITH KIDS. FUCKING NONSE
ward_stephen	451994934313508864	YES GORE YOU FUCKING GRASS< I WILL HAVE ONE DAY<I SHOULD HAVE KILLED YOu WHEN I HAD THE CHANCE,you moved,and the crossbow missed you by mm
ward_stephen	451994441549873152	The Famous artist ROBERT HARVEY GORE the GRASS and child molester,of HEREFORD,WORMLOW,pity i missed you with a cross bow,fucking grass
thewulf_93	646223826775330816	@bromus Tell me about it, hasn't got any easier.
thewulf_93	646222834017128448	Rabbis urge David Cameron to speed up refugee scheme | UK news | The Guardian | Same tribe, same problem.  http://t.co/y6pT2sDsGu
thewulf_93	646107201237590021	22 years on Midgard today.
thewulf_93	646003234071543808	@etraditionalist @Saxon_Wehrmacht B-b-but it must be the effects of inequality? 😦
thewulf_93	646002987945586688	RT @etraditionalist: #African-Americans commit 90% of 1,700,000 yearly interracial #crimes of #violence in the #US  http://t.co/XjrDptrqQ3 …
thewulf_93	646001419502387200	@laxchick24 Once you go black, we don't want you back. #Mudshark
thewulf_93	646000746538909697	RT @VladimerAntonov: Ulenburger Buchenwald, Nordrhein-Westfalen, Deutschland http://t.co/dG1LzRVzXO
lennonandmaisy	369301618518290434	A close family friend has an autistic boy and this was an anonymous letter slipped under her door. This is real. http://t.co/VyRb2oqPrG
negerjeger	402126598670790656	Most immigrants are not refugees, most of them are here because of some people's sick idea that we must all live together.
